Id,Location,Matrix,Created at,Updated at,Latitude,Longitude,Name,model,Property number,Group,Zone,Description,Status,Device sn,Scannable,Slot,Factory seq,Ipcam mac,Ipcam type,Id [Coordinate systems],Name [Coordinate systems],Created at [Coordinate systems],Updated at [Coordinate systems],Client [Coordinate systems],Info page url [Coordinate systems],Tourist map [Coordinate systems]
1,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2023年09月30日 16:29,2024年03月03日 09:33, - , - ,L-1,KM10, - ,0, - , - ,庫存,20201111001000X,true, - , - , - ,none,,,,,,,
2,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2023年09月30日 16:29,2024年03月03日 09:33, - , - ,L-2,KM10, - ,0, - , - ,庫存,20201111002000X,true, - , - , - ,none,,,,,,,
3,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2023年09月30日 16:29,2024年03月03日 09:33, - , - ,L-3,KM10, - ,0, - , - ,庫存,20201111003000X,true, - , - , - ,none,,,,,,,
7,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2023年09月30日 16:29,2024年03月03日 09:33, - , - ,L-7,KM10, - ,0, - , - ,庫存,20201111007000X,true, - , - , - ,none,,,,,,,
8,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2023年09月30日 16:29,2024年03月03日 09:33, - , - ,L-8,KM20, - ,0, - , - ,庫存,20200511008000X,true, - , - , - ,none,,,,,,,
69,"---
x: '0'
""y"": '2039'
z: '5532'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.5846852994181004'
","---
- 0.9999479326685318
- -0.010204506452026087
- 0.0
- 0.0
- 0.010204506452026087
- 0.9999479326685318
- 0.0
- 2039.0
- -0.0
- 0.0
- 1.0
- 5532.0
- 0.0
- 0.0
- 0.0
- 1.0
",2020年03月09日 09:39,2024年03月03日 09:33, - , - ,-,未識別,-69-,0, - , - ,庫存, - ,false,A1, - , - ,none,,,,,,,
81,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2020年03月11日 10:55,2024年03月03日 09:33, - , - ,L-81 (?)未找到, - ,L-01-L-0115,0,1, - ,庫存, - ,nil, - , - , - ,none,,,,,,,
82,"---
x: 10.0
""y"": 40.0
z: 100.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 10.0
- 0.0
- 1.0
- 0.0
- 40.0
- -0.0
- 0.0
- 1.0
- 100.0
- 0.0
- 0.0
- 0.0
- 1.0
",2020年03月27日 10:44,2024年03月03日 09:33,120.0,80.0,L-82(?) 未找到, - , - ,0,1, - ,庫存, - ,false, - , - , - ,none,,,,,,,
94,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2023年09月30日 16:29,2024年03月03日 09:33, - , - ,L-94,KM20, - ,0, - , - ,庫存,20200928094000X,true, - , - , - ,none,,,,,,,
106,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2020年07月15日 11:12,2024年03月03日 09:33, - , - ,L-106-華電,KM20,L-02-L-0095,0,1,clock error 2022/6/27 update time,租借,022002000106003,true, - , - , - ,none,,,,,,,
107,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2023年09月30日 16:29,2024年03月03日 09:33, - , - ,L-107,KM20, - ,0, - , - ,庫存,022002000107003,true, - , - , - ,none,,,,,,,
108,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2020年07月15日 11:16,2024年03月03日 09:33, - , - ,L-108,KM20,L-02-L-0103,0,1, - ,維修,022002000108003,true, - , - , - ,none,,,,,,,
112,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2020年04月09日 13:51,2024年03月03日 09:33, - , - ,L-112,KM20,L-01-L-0009,0,4, - ,租借, - ,true, - , - , - ,none,,,,,,,
113,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2023年09月30日 16:29,2024年03月03日 09:33, - , - ,L-113,KM20, - ,0, - , - ,庫存,022003000113003,false, - , - , - ,none,,,,,,,
118,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2023年09月30日 16:29,2024年03月03日 09:33, - , - ,L-118,KM20, - ,0, - , - ,庫存,20200928118000X,true, - , - , - ,none,,,,,,,
119,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2020年07月23日 13:10,2024年03月03日 09:33, - , - ,公司測試貓 綠色外殼, - , - ,0,6, - ,庫存, - ,false, - , - , - ,none,,,,,,,
120,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2023年09月30日 16:29,2024年03月03日 09:33, - , - ,L-120,KM20, - ,0, - , - ,庫存,20200703120000X,true, - , - , - ,none,,,,,,,
121,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2020年07月07日 13:27,2024年03月03日 09:33, - , - ,L-121,KM20,L-02-L-0019,0,1, - ,租借,022002000121003,true, - , - , - ,none,,,,,,,
123,"---
x: '0'
""y"": '0'
z: '0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2020年04月09日 13:25,2024年03月05日 00:10, - , - ,L-123,KM20,L-01-L-0014,7,7, - ,租借, - ,true, - , - , - ,none,90,清水服務區,2022年02月11日 15:55,2022年02月11日 15:55, - , - ,<空>
124,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2020年07月15日 11:13,2024年03月14日 00:26,25.0123,121.466,L-124-華電,KM20,L-02-L-0097,4,1, - ,租借,022002000124003,true, - , - , - ,none,78,新北市政府-6,2021年11月29日 15:48,2023年11月28日 16:46,1, - ,<空>
125,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2023年09月30日 16:29,2024年03月03日 09:33, - , - ,L-125,KM20, - ,0, - , - ,庫存,022003000125003,true, - , - , - ,none,,,,,,,
127,"---
x: '16.8'
""y"": '0.0'
z: ""-4.4""
rotate_x: '0.0'
rotate_y: '86.0'
rotate_z: '0.0'
","---
- 0.06975647374412523
- 0.0
- 0.9975640502598242
- 16.8
- 0.0
- 1.0
- 0.0
- 0.0
- -0.9975640502598242
- 0.0
- 0.06975647374412523
- -4.4
- 0.0
- 0.0
- 0.0
- 1.0
",2020年04月09日 13:56,2024年03月03日 09:33, - , - ,L-127,KM20,L-01-L-0002,0,6,西門町復歸-h26-(內)-2.944855,庫存,20200329127000X,true, - , - , - ,none,"11,65","中央廣場_前半,新西門圓環","2021年01月21日 15:15,2021年11月04日 10:24","2021年01月21日 15:15,2021年11月04日 10:24"," - , - "," - , - ","<空>,<空>"
128,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2023年09月30日 16:29,2024年03月03日 09:33, - , - ,L-128,KM20, - ,0, - , - ,庫存,20200928128000X,true, - , - , - ,none,,,,,,,
129,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2020年07月15日 11:09,2024年03月13日 00:22,22.6163,120.284,L-129-holopark劇場入口,KM20,L-02-L-0090,3,1,HoloPark,租借,022002000129003,true, - , - , - ,none,37,Holopark Scene,2021年08月14日 14:28,2021年08月16日 01:14, - , - ,<空>
131,"---
x: '0.0'
""y"": '0.0'
z: '4.0'
rotate_x: '0.0'
rotate_y: '180.0'
rotate_z: '0.0'
","---
- -1.0
- 0.0
- 1.2246467991473532e-16
- 0.0
- -0.0
- 1.0
- 0.0
- 0.0
- -1.2246467991473532e-16
- -0.0
- -1.0
- 4.0
- 0.0
- 0.0
- 0.0
- 1.0
",2020年03月30日 11:21,2024年03月03日 09:33, - , - ,L-131(藍燈故障),KM20,L-01-L-0120,0,6, - ,維修, - ,true, - , - , - ,none,149,測試座標系,2022年09月02日 14:47,2023年06月02日 14:21,1, - ,<空>
132,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2023年09月30日 16:29,2024年03月03日 09:33, - , - ,L-132,KM20, - ,0, - , - ,庫存,20200928132000X,true, - , - , - ,none,,,,,,,
133,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2023年09月30日 16:29,2024年03月03日 09:33, - , - ,L-133,KM20, - ,0, - , - ,庫存,022002000133003,true, - , - , - ,none,,,,,,,
134,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2020年07月28日 10:59,2024年03月03日 09:33, - , - ,虛擬測試用,KM20,虛擬測試用,0,1, - ,庫存,20200703134000X,true, - , - , - ,none,,,,,,,
136,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2023年09月30日 16:29,2024年03月03日 09:33, - , - ,L-136,KM20, - ,0, - , - ,庫存,022004000136003,true, - , - , - ,none,,,,,,,
137,"---
x: '2.3'
""y"": '0.0'
z: '50.98'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 2.3
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 50.98
- 0.0
- 0.0
- 0.0
- 1.0
",2020年04月09日 13:29,2024年03月03日 09:33, - , - ,e11-(外)-已換下,KM20,L-01-L-0033,0,6, - ,維修,20200329137000X,true, - , - , - ,none,"3,65","西岸街,新西門圓環","2021年01月04日 18:28,2021年11月04日 10:24","2021年01月04日 18:29,2021年11月04日 10:24"," - , - "," - , - ","<空>,<空>"
141,"---
x: ""-48.04""
""y"": '0.0'
z: '38.7'
rotate_x: '0.0'
rotate_y: '130.5'
rotate_z: '0.0'
","---
- -0.6494480483301835
- 0.0
- 0.7604059656000309
- -48.04
- -0.0
- 1.0
- 0.0
- 0.0
- -0.7604059656000309
- -0.0
- -0.6494480483301835
- 38.7
- 0.0
- 0.0
- 0.0
- 1.0
",2020年04月09日 13:30,2024年03月03日 09:33, - , - ,L-141-h41-(內),KM20,L-01-L-0050,0,6, - ,庫存,20200329141000X,true, - , - , - ,none,"2,65","皇后街,新西門圓環","2021年01月04日 17:09,2021年11月04日 10:24","2021年01月04日 17:09,2021年11月04日 10:24"," - , - "," - , - ","<空>,<空>"
144,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2020年07月07日 13:24,2024年03月03日 09:33, - , - ,L-144,KM20,L-02-L-0013,0,32, - ,庫存,20200902144000X,true, - , - , - ,none,,,,,,,
146,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2020年07月15日 11:16,2024年03月14日 00:59,25.0427,121.508,L-146-久大,KM20,L-02-L-0104,0,1, - ,租借,022002000146003,true, - , - , - ,none,123,成都楊桃冰,2022年05月05日 14:49,2022年05月05日 14:49,1, - ,<空>
148,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2023年09月30日 16:29,2024年03月03日 09:33, - , - ,L-148,KM20, - ,0, - , - ,庫存,20200928148000X,true, - , - , - ,none,,,,,,,
151,"---
x: '94.0'
""y"": '0.0'
z: '7.9'
rotate_x: '0.0'
rotate_y: '85.0'
rotate_z: '0.0'
","---
- 0.08715574274765836
- 0.0
- 0.9961946980917455
- 94.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.9961946980917455
- 0.0
- 0.08715574274765836
- 7.9
- 0.0
- 0.0
- 0.0
- 1.0
",2020年04月09日 13:25,2024年03月23日 19:23, - , - ,L151,KM20,L-01-L-0082,0,6,1. 原h15-(外)轉e21-(外),租借,20200329151000X,true, - , - , - ,none,353,HenryDemo(5664),2024年03月19日 23:03,2024年03月19日 23:03,1, - ,<空>
153,"---
x: 9.0
""y"": 0.0
z: 0.4
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 9.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.4
- 0.0
- 0.0
- 0.0
- 1.0
",2020年04月09日 14:03,2024年03月03日 09:33, - , - ,L-153,KM20,L-01-L-0058,0,31, - ,庫存, - ,true, - , - , - ,none,,,,,,,
158,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2023年09月30日 16:29,2024年03月03日 09:33, - , - ,L-158,KM20, - ,0, - , - ,庫存,20200928158000X,true, - , - , - ,none,,,,,,,
160,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2020年07月15日 11:18,2024年03月14日 01:09,25.0957,121.518,L-160,KM20,L-02-L-0109,6,1, - ,庫存,022002000160003,true, - , - , - ,none,89,天文館,2022年02月11日 15:55,2022年02月11日 15:55, - , - ,<空>
163,"---
x: 0
""y"": 0
z: 0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2020年04月09日 13:49,2024年03月03日 09:33, - , - ,L-163,KM20,L-01-L-0089,0,8, - ,庫存, - ,true, - , - , - ,none,,,,,,,
164,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '90.0'
rotate_z: '0.0'
","---
- 6.123233995736766e-17
- 0.0
- 1.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -1.0
- 0.0
- 6.123233995736766e-17
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2020年07月07日 13:23,2024年03月13日 22:38,22.6464,120.311,L-164-高醫大,KM20,L-02-L-0010,14,17, - ,租借,20200902164000X,true, - , - , - ,none,200,高醫大校史館,2022年12月09日 18:42,2023年05月10日 16:17,1, - ,<空>
165,"---
x: ""-1.7""
""y"": '0.0'
z: ""-74.5""
rotate_x: '0.0'
rotate_y: ""-4.0""
rotate_z: '0.0'
","---
- 0.9975640502598242
- -0.0
- -0.0697564737441253
- -1.7
- 0.0
- 1.0
- -0.0
- 0.0
- 0.0697564737441253
- 0.0
- 0.9975640502598242
- -74.5
- 0.0
- 0.0
- 0.0
- 1.0
",2020年07月07日 13:26,2024年03月03日 09:33, - , - ,L-165-h26-(外),KM20,L-02-L-0017,0,6, - ,租借,022002000165003,true, - , - , - ,none,"11,65","中央廣場_前半,新西門圓環","2021年01月21日 15:15,2021年11月04日 10:24","2021年01月21日 15:15,2021年11月04日 10:24"," - , - "," - , - ","<空>,<空>"
166,"---
x: '120.26'
""y"": '0.0'
z: '35.94'
rotate_x: '0.0'
rotate_y: ""-3.0""
rotate_z: '0.0'
","---
- 0.9986295347545738
- -0.0
- -0.05233595624294383
- 120.26
- 0.0
- 1.0
- -0.0
- 0.0
- 0.05233595624294383
- 0.0
- 0.9986295347545738
- 35.94
- 0.0
- 0.0
- 0.0
- 1.0
",2020年04月09日 13:57,2024年03月03日 09:33, - , - ,L166-w40-(內),KM20,L-01-L-0052,0,6,"1. w12-(外)轉w40-(內)
2. LightPose#143
3. 傑克遜街
故障 燈不亮",維修,20200329166000X,true, - , - , - ,none,,,,,,,
167,"---
x: -2.4
""y"": 0.0
z: 68.02
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- -2.4
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 68.02
- 0.0
- 0.0
- 0.0
- 1.0
",2020年04月09日 13:29,2024年03月03日 09:33, - , - ,L-167,KM20,L-01-L-0035,0,6,"e08-(外)
綠，有耳",庫存,20200329167000X,true,O-1, - , - ,none,,,,,,,
168,"---
x: ""-0.74""
""y"": '0.0'
z: ""-83.99""
rotate_x: '0.0'
rotate_y: '175.0'
rotate_z: '0.0'
","---
- -0.9961946980917455
- 0.0
- 0.0871557427476582
- -0.74
- -0.0
- 1.0
- 0.0
- 0.0
- -0.0871557427476582
- -0.0
- -0.9961946980917455
- -83.99
- 0.0
- 0.0
- 0.0
- 1.0
",2020年04月09日 13:19,2024年03月03日 09:33, - , - ,L168-E36-(外),KM20,L-01-L-0068,0,6, - ,庫存,20200329168000X,true, - , - , - ,none,"4,65","東岸街,新西門圓環","2021年01月04日 18:30,2021年11月04日 10:24","2021年11月30日 17:33,2021年11月04日 10:24"," - , - "," - , - ","<空>,<空>"
169,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2023年09月30日 16:29,2024年03月03日 09:33, - , - ,L-169,KM20, - ,0, - , - ,庫存,022002000169003,true, - , - , - ,none,,,,,,,
170,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2020年07月09日 11:53,2024年03月13日 00:29,22.6053,120.3,L-170-高雄亞灣新創-入口,KM20,L-02-L-0041,5,1, - ,租借,022002000170003,true, - , - , - ,none,53,高雄亞灣新創園,2021年09月30日 17:31,2023年03月29日 12:09,1, - ,<空>
171,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2020年07月09日 12:40,2024年03月13日 00:23,22.6163,120.284,L-171-holopark入口,KM20,L-02-L-0049,3,1, - ,租借,022002000171003,true, - , - , - ,none,37,Holopark Scene,2021年08月14日 14:28,2021年08月16日 01:14, - , - ,<空>
172,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2023年09月30日 16:29,2024年03月03日 09:33, - , - ,L-172,KM20, - ,0, - , - ,庫存,20200928172000X,true, - , - , - ,none,,,,,,,
173,"---
x: '0'
""y"": '0'
z: '0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2020年04月09日 14:00,2024年03月03日 09:33, - , - ,L-173,KM20,L-01-L-0060,0,10, - ,租借, - ,true, - , - , - ,none,,,,,,,
175,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2020年07月07日 13:07,2024年03月03日 09:33, - , - ,L-175,KM20,L-02-L0003,0,1, - ,庫存,20200902175000X,true, - , - , - ,none,,,,,,,
176,"---
x: -6.01
""y"": 0.0
z: 7.08
rotate_x: 0.0
rotate_y: 4.17
rotate_z: 0.0
","---
- 0.9973526879433389
- 0.0
- 0.07271599447299729
- -6.01
- 0.0
- 1.0
- 0.0
- 0.0
- -0.07271599447299729
- 0.0
- 0.9973526879433389
- 7.08
- 0.0
- 0.0
- 0.0
- 1.0
",2020年04月09日 14:04,2024年03月03日 09:33, - , - ,L-176,KM20,L-01-L-0063,0,32, - ,庫存, - ,true, - , - , - ,none,,,,,,,
177,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2023年09月30日 16:29,2024年03月03日 09:33, - , - ,L-177,KM20, - ,0, - , - ,庫存,022002000177003,true, - , - , - ,none,,,,,,,
