Id,Location,Matrix,Created at,Updated at,Latitude,Longitude,Name,model,Property number,Group,Zone,Description,Status,Device sn,Scannable,Slot,Factory seq,Ipcam mac,Ipcam type,Id [Coordinate systems],Name [Coordinate systems],Created at [Coordinate systems],Updated at [Coordinate systems],Client [Coordinate systems],Info page url [Coordinate systems],Tourist map [Coordinate systems]
4741,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年09月16日 15:55,2024年03月03日 09:33, - , - ,L-4741,KM20,L-05-L-0117,0, - ,黑色無耳,庫存,112108004741005,false, - , - , - ,none,,,,,,,
4742,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年11月19日 13:55,2024年03月03日 09:33, - , - ,L-4742,KM20,L-05-L-0314,0, - ,綠有耳,庫存,112108004742005,false,O-2, - , - ,none,,,,,,,
4743,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年11月17日 15:16,2024年03月03日 09:33, - , - ,L-4743,KM20,L-05-L-0140,0, - ,黑無耳,庫存,112108004743005,false,I-1, - , - ,none,,,,,,,
4744,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2022年01月05日 14:15,2024年03月03日 09:33, - , - ,L-4744,KM20,L-05-L-0533,0, - ,綠有耳,庫存,112108004744005,false,M-3, - , - ,none,,,,,,,
4747,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2022年01月05日 14:32,2024年03月03日 09:33, - , - ,L-4747,KM20,L-05-L-0554,0, - ,綠有耳,庫存,112108004747005,false,M-3, - , - ,none,,,,,,,
4748,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年11月17日 15:28,2024年03月03日 09:33, - , - ,L-4748,KM20,L-05-L-0150,0, - ,黑無耳,庫存,112108004748005,false,I-1, - , - ,none,,,,,,,
4749,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2022年01月05日 16:46,2024年03月03日 09:33, - , - ,L-4749,KM20,L-05-L-0675,0, - ,綠有耳,庫存,112108004749005,false,M-4, - , - ,none,,,,,,,
4752,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年11月17日 15:22,2024年03月03日 09:33, - , - ,L-4752,KM20,L-05-L-0149,0, - ,黑無耳,庫存,112108004752005,false,I-1, - , - ,none,,,,,,,
4753,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2022年01月05日 14:05,2024年03月03日 09:33, - , - ,L-4753,KM20,L-05-L-0529,0, - ,綠有耳,庫存,112108004753005,false,M-3, - , - ,none,,,,,,,
4755,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2022年01月07日 14:37,2024年03月03日 09:33, - , - ,L-4755,KM20,L-05-L-0786,0, - ,綠有耳,庫存,112108004755005,false,N-1, - , - ,none,,,,,,,
4757,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2022年01月07日 15:07,2024年03月03日 09:33, - , - ,L-4757,KM20,L-05-L-0804,0, - ,綠有耳,庫存,112108004757005,false,N-1, - , - ,none,,,,,,,
4759,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年11月29日 14:57,2024年03月03日 09:33, - , - ,L-4759,KM20,L-05-L-0505,0, - ,綠有耳,庫存,112108004759005,false,O-2, - , - ,none,,,,,,,
4760,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年11月17日 15:26,2024年03月03日 09:33, - , - ,L-4760,KM20,L-05-L-0138,0, - ,黑無耳,庫存,112108004760005,false,I-1, - , - ,none,,,,,,,
4761,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年11月26日 15:38,2024年03月03日 09:33, - , - ,L-4761,KM20,L-05-L-0479,0, - ,綠有耳,庫存,112108004761005,false,O-4, - , - ,none,,,,,,,
4763,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2022年01月07日 14:13,2024年03月03日 09:33, - , - ,L-4763,KM20,L-05-L-0703,0, - ,綠有耳,庫存,112108004763005,false,M-1, - , - ,none,,,,,,,
4765,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年09月16日 15:56,2024年03月03日 09:33, - , - ,L-4765,KM20,L-05-L-0095,0, - ,黑色無耳,庫存,112108004765005,false, - , - , - ,none,,,,,,,
4766,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年11月19日 14:05,2024年03月13日 23:30,24.7388,121.094,L-4766,KM20,L-05-L-0269,21, - ,"綠有耳
西門町復歸/2.994672",庫存,112108004766005,true, - , - , - ,none,293,綠能竹東_00_樹上,2023年09月16日 09:08,2023年11月13日 00:38,1,https://lig.tw/i_intro_3_D_Green,<空>
4767,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年11月19日 14:05,2024年03月08日 09:04, - , - ,L-4767-皇穹陵,KM20,L-05-L-0236,8, - ,綠有耳,庫存,112108004767005,true, - , - , - ,none,"106,2","皇穹陵花園,皇后街","2022年02月22日 17:19,2021年01月04日 17:09","2022年02月22日 17:19,2021年01月04日 17:09","1, - "," - , - ","<空>,<空>"
4768,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年11月29日 14:58,2024年03月03日 09:33, - , - ,L-4768,KM20,L-05-L-0511,0, - ,綠有耳,庫存,112108004768005,false,O-3, - , - ,none,,,,,,,
4769,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年11月17日 15:34,2024年03月03日 09:33, - , - ,L-4769,KM20,L-05-L0205,0, - ,黑無耳,庫存,112108004769005,false,I-1, - , - ,none,,,,,,,
4770,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2022年01月07日 14:13,2024年03月03日 09:33, - , - ,L-4770,KM20,L-05-L-0670,0, - ,綠有耳,庫存,112108004770005,false,N-2, - , - ,none,,,,,,,
4771,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2022年01月07日 14:16,2024年03月03日 09:33, - , - ,L-4771,KM20,L-05-L-0590,0, - ,"綠有耳
2022/10/22~23 大成殿動漫祭",庫存,112108004771005,true,A0, - , - ,none,,,,,,,
4772,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年11月22日 14:09,2024年03月03日 09:33, - , - ,L-4772,KM20,L-05-L-0327,0, - ,綠有耳,庫存,112108004772005,false,O-2, - , - ,none,,,,,,,
4774,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2022年01月07日 15:07,2024年03月03日 09:33, - , - ,L-4774,KM20,L-05-L-0803,0, - ,綠有耳,庫存,112108004774005,false,N-2, - , - ,none,,,,,,,
4775,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年11月19日 14:08,2024年03月14日 01:10,25.1107,121.756,L-4775,KM20,L-05-L-0318,10, - ,綠有耳,庫存,112108004775005,true, - , - , - ,none,124,擁恆-豬哥亮墓園,2022年05月10日 10:59,2022年05月10日 10:59,1, - ,<空>
4776,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2022年01月05日 16:45,2024年03月03日 09:33, - , - ,L-4776,KM20,L-05-L-0682,0, - ,綠有耳,庫存,112108004776005,false,M-4, - , - ,none,,,,,,,
4777,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2022年01月05日 16:37,2024年03月03日 09:33, - , - ,L-4777,KM20,L-05-L-0567,0, - ,綠有耳,庫存,112108004777005,false,M-4, - , - ,none,,,,,,,
4778,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2022年01月07日 14:36,2024年03月03日 09:33, - , - ,L-4778,KM20,L-05-L-0699,0, - ,綠有耳,庫存,112108004778005,false,N-1, - , - ,none,,,,,,,
4779,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2022年01月05日 16:44,2024年03月03日 09:33, - , - ,L-4779,KM20,L-05-L-0679,0, - ,綠有耳,庫存,112108004779005,false,M-4, - , - ,none,,,,,,,
4780,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年11月29日 15:06,2024年03月03日 09:33, - , - ,L-4780,KM20,L-05-L-0522,0, - ,綠有耳,庫存,112108004780005,false,O-3, - , - ,none,,,,,,,
4781,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年11月29日 14:55,2024年03月03日 09:33, - , - ,L-4781,KM20,L-05-L-0504,0, - ,綠有耳,庫存,112108004781005,false,O-2, - , - ,none,,,,,,,
4782,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2022年11月18日 18:44,2024年03月03日 09:33, - , - , - ,KM20, - ,0, - , - ,庫存,112108004782005,false,K-1, - , - ,none,,,,,,,
4783,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年11月19日 13:56,2024年03月03日 09:33, - , - ,L-4783,KM20,L-05-L-0197,0, - ,綠有耳,庫存,112108004783005,false,O-2, - , - ,none,,,,,,,
4784,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年11月26日 15:31,2024年03月03日 09:33, - , - ,L-4784,KM20,L-05-L-0471,0, - ,綠有耳,庫存,112108004784005,false,O-4, - , - ,none,,,,,,,
4785,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2022年01月05日 14:41,2024年03月03日 09:33, - , - ,L-4785,KM20,L-05-L-0601,0, - ,綠有耳,庫存,112108004785005,false,M-3, - , - ,none,,,,,,,
4788,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2022年01月05日 14:39,2024年03月03日 09:33, - , - ,L-4788,KM20,L-05-L-0600,0, - ,綠有耳,庫存,112108004788005,false,M-3, - , - ,none,,,,,,,
4789,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2022年01月07日 15:01,2024年03月03日 09:33, - , - ,L-4789,KM20,L-05-L-0725,0, - ,綠有耳,庫存,112108004789005,false,N-2, - , - ,none,,,,,,,
4790,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年11月22日 14:16,2024年03月03日 09:33, - , - ,L-4790,KM20,L-05-L-0292,0, - ,綠有耳,庫存,112108004790005,false,O-2, - , - ,none,,,,,,,
4791,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2022年01月05日 14:08,2024年03月03日 09:33, - , - ,L-4791,KM20,L-05-L-0531,0, - ,綠有耳,庫存,112108004791005,false,M-3, - , - ,none,,,,,,,
4794,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年11月19日 13:57,2024年03月03日 09:33, - , - ,L-4794,KM20,L-05-L-0268,0, - ,綠有耳,庫存,112108004794005,false,O-2, - , - ,none,,,,,,,
4795,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年11月29日 15:01,2024年03月03日 09:33, - , - ,L-4795,KM20,L-05-L-0513,0, - ,綠有耳,庫存,112108004795005,false,O-3, - , - ,none,,,,,,,
4797,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2022年01月07日 14:29,2024年03月03日 09:33, - , - ,L-4797,KM20,L-05-L-0688,0, - ,綠有耳,庫存,112108004797005,false,N-2, - , - ,none,,,,,,,
4798,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年11月22日 14:09,2024年03月03日 09:33, - , - ,L-4798,KM20,L-05-L-0285,0, - ,綠有耳,庫存,112108004798005,false,O-2, - , - ,none,,,,,,,
4799,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年11月26日 14:40,2024年03月03日 09:33, - , - ,L-4799,KM20,L-05-L-0418,0, - ,綠有耳,庫存,112108004799005,false,N-2, - , - ,none,,,,,,,
4800,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2022年01月07日 14:12,2024年03月14日 00:55,25.0388,121.567,L-4800-信義-81燈桿,KM20,L-05-L-0704,13, - ,"綠有耳
2022/9 AR路跑
2022/10/22~23 大成殿動漫祭",租借,112108004800005,true,A0, - , - ,none,222,信義第二區第一關,2023年01月17日 10:20,2023年07月07日 11:40,1,https://cloud.lig.com.tw/messages/26,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcGczIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--f591e059129c64992a2b7567e53b808840a8d852/%E7%AC%AC%E4%BA%8C%E5%8D%80%E7%AC%AC%E5%9B%9B%E9%97%9C%E7%BE%8E%E8%A1%93_%E7%AC%AC%E5%9B%9B%E9%97%9C%E5%AF%B6%E8%97%8F%E5%9C%B0%E5%9C%96.png
4801,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年11月26日 14:35,2024年03月03日 09:33, - , - ,L-4801,KM20,L-05-L-0411,0, - ,綠有耳,庫存,112108004801005,false,N-2, - , - ,none,,,,,,,
4802,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2022年01月05日 16:39,2024年03月03日 09:33, - , - ,L-4802,KM20,L-05-L-0687,0, - ,綠有耳,庫存,112108004802005,false,M-4, - , - ,none,,,,,,,
4803,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年11月29日 14:58,2024年03月03日 09:33, - , - ,L-4803,KM20,L-05-L-0512,0, - ,綠有耳,庫存,112108004803005,false,O-2, - , - ,none,,,,,,,
4805,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2022年01月05日 16:44,2024年03月03日 09:33, - , - ,L-4805,KM20,L-05-L-0676,0, - ,綠有耳,庫存,112108004805005,false,M-4, - , - ,none,,,,,,,
4806,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2022年01月07日 14:24,2024年03月03日 09:33, - , - ,L-4806,KM20,L-05-L-0708,0, - ,綠有耳,庫存,112108004806005,false,M-4, - , - ,none,,,,,,,
4807,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年11月22日 14:08,2024年03月03日 09:33, - , - ,L-4807,KM20,L-05-L-0277,0, - ,綠有耳,庫存,112108004807005,true, - , - , - ,none,48,電影街_前半段,2021年09月12日 07:12,2021年09月12日 07:12, - , - ,<空>
